i,d,sum,r,s,k,aligned,nX,nY,nZ,v0,v1,v2,v3,l1,db,Tdot,eq,recon
6793,462,682,1,0,231,0,230,230,230,2,-5,5,-2,14,2,-2,1,1
6804,52,79,0,0,26,1,26,26,26,0,0,0,0,0,0,0,1,1
6804,128,192,0,0,64,1,64,64,64,-2,4,-4,2,12,0,0,1,1
6804,448,660,0,0,224,1,224,224,224,3,-6,6,-3,18,0,0,1,1
6805,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
6805,128,192,1,0,64,0,63,63,63,-2,4,-4,2,12,0,0,1,1
6805,132,199,1,0,66,0,65,65,65,-3,5,-4,2,14,1,-1,1,1
6805,448,660,1,0,224,0,223,223,223,3,-6,6,-3,18,0,0,1,1
6805,451,665,1,1,225,0,225,225,225,3,-5,5,-3,16,-2,2,1,1
6806,128,192,0,0,64,1,64,64,64,-2,4,-4,2,12,0,0,1,1
6806,448,660,0,0,224,1,224,224,224,3,-6,6,-3,18,0,0,1,1
6807,132,199,1,0,66,0,65,65,65,-2,5,-5,2,14,-2,2,1,1
6808,444,657,0,0,222,1,222,222,222,3,-6,6,-3,18,0,0,1,1
6809,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
6809,130,196,1,0,65,0,64,64,64,-3,5,-4,2,14,1,-1,1,1
6810,129,194,0,1,64,0,64,64,64,-3,5,-4,2,14,1,-1,1,1
6811,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
6813,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
6818,41,60,0,1,20,0,20,20,20,-1,1,0,0,2,1,-1,1,1
6825,8,11,1,0,4,0,3,3,3,0,1,-1,0,2,-2,2,1,1
6825,14,18,1,0,7,0,6,6,6,-1,0,0,1,2,4,-4,1,1
6832,60,87,0,0,30,1,30,30,30,-1,2,-2,1,6,0,0,1,1
6833,57,83,1,1,28,0,28,28,28,0,1,-1,0,2,-2,2,1,1
6839,207,302,1,1,103,0,103,103,103,-2,3,-2,1,8,1,-1,1,1
6840,71,105,0,1,35,0,35,35,35,-3,5,-5,3,16,2,-2,1,1
6840,75,111,0,1,37,0,37,37,37,-3,5,-4,2,14,1,-1,1,1
6841,446,656,1,0,223,0,222,222,222,0,-2,2,0,4,4,-4,1,1
6845,114,170,1,0,57,0,56,56,56,-2,4,-4,2,12,0,0,1,1
6846,9,11,0,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
6846,124,185,0,0,62,1,62,62,62,-1,2,-2,1,6,0,0,1,1
6847,442,650,1,0,221,0,220,220,220,2,-3,2,-1,8,-1,1,1,1
6848,439,645,0,1,219,0,219,219,219,1,-3,3,-1,8,2,-2,1,1
6850,48,70,0,0,24,1,24,24,24,-1,2,-2,1,6,0,0,1,1
6853,32,48,1,0,16,0,15,15,15,-1,0,1,0,2,3,-3,1,1
6856,27,40,0,1,13,0,13,13,13,0,-1,1,0,2,2,-2,1,1
6860,45,66,0,1,22,0,22,22,22,-1,2,-3,2,8,1,-1,1,1
6863,42,63,1,0,21,0,20,20,20,-1,3,-3,1,8,-2,2,1,1
6864,400,590,0,0,200,1,200,200,200,2,-4,4,-2,12,0,0,1,1
6867,19,30,1,1,9,0,9,9,9,0,1,0,-1,2,-3,3,1,1
6876,27,42,0,1,13,0,13,13,13,-1,1,-1,1,4,2,-2,1,1
6877,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
6884,96,146,0,0,48,1,48,48,48,0,0,0,0,0,0,0,1,1
6885,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
6885,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
6890,173,255,0,1,86,0,86,86,86,-1,1,-1,1,4,2,-2,1,1
6892,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
6892,427,628,0,1,213,0,213,213,213,1,-3,3,-1,8,2,-2,1,1
6896,432,634,0,0,216,1,216,216,216,2,-4,4,-2,12,0,0,1,1
6898,48,70,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
6905,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
6909,377,555,1,1,188,0,188,188,188,3,-5,5,-3,16,-2,2,1,1
6909,409,603,1,1,204,0,204,204,204,3,-5,5,-3,16,-2,2,1,1
6911,411,605,1,1,205,0,205,205,205,2,-5,6,-3,16,1,-1,1,1
6921,405,597,1,1,202,0,202,202,202,3,-5,4,-2,14,-1,1,1,1
6922,405,597,0,1,202,0,202,202,202,2,-5,5,-2,14,2,-2,1,1
6926,403,594,0,1,201,0,201,201,201,3,-6,5,-2,16,1,-1,1,1
6957,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
6959,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
6964,356,521,0,0,178,1,178,178,178,2,-4,4,-2,12,0,0,1,1
6967,362,531,1,0,181,0,180,180,180,3,-5,5,-3,16,-2,2,1,1
6969,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
6970,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
6979,350,512,1,0,175,0,174,174,174,3,-5,5,-3,16,-2,2,1,1
7000,55,87,0,1,27,0,27,27,27,0,-1,1,0,2,2,-2,1,1
7025,360,531,1,0,180,0,179,179,179,2,-5,5,-2,14,2,-2,1,1
7036,21,35,0,1,10,0,10,10,10,-1,1,-1,1,4,2,-2,1,1
7045,336,494,1,0,168,0,167,167,167,4,-6,5,-3,18,-3,3,1,1
7048,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
7049,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
7050,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
7051,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
7052,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
7053,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
7054,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
7055,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
7056,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
7057,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
7058,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
7059,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
7060,320,468,0,0,160,1,160,160,160,3,-6,6,-3,18,0,0,1,1
7060,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
7061,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
7061,176,258,1,0,88,0,87,87,87,1,-2,2,-1,6,0,0,1,1
7061,179,263,1,1,89,0,89,89,89,1,-1,1,-1,4,-2,2,1,1
7061,320,468,1,0,160,0,159,159,159,3,-6,6,-3,18,0,0,1,1
7061,323,473,1,1,161,0,161,161,161,3,-5,5,-3,16,-2,2,1,1
7061,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
7062,320,468,0,0,160,1,160,160,160,3,-6,6,-3,18,0,0,1,1
7062,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
7063,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
7064,316,465,0,0,158,1,158,158,158,3,-6,6,-3,18,0,0,1,1
7064,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
7065,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
7065,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
7066,177,260,0,1,88,0,88,88,88,0,-1,2,-1,4,1,-1,1,1
7066,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
7067,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
7067,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
7068,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
7069,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
7069,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
7070,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
7071,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
7072,171,249,0,1,85,0,85,85,85,0,-1,2,-1,4,1,-1,1,1
7072,172,251,0,0,86,1,86,86,86,1,-2,2,-1,6,0,0,1,1
7072,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
7077,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
7077,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
7077,112,162,1,0,56,0,55,55,55,2,-3,2,-1,8,-1,1,1,1
7078,111,162,0,1,55,0,55,55,55,2,-3,2,-1,8,-1,1,1,1
7084,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
7092,100,145,0,0,50,1,50,50,50,1,-2,2,-1,6,0,0,1,1
7097,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
7100,108,155,0,0,54,1,54,54,54,1,-2,2,-1,6,0,0,1,1
7117,89,127,1,1,44,0,44,44,44,2,-2,1,-1,6,-3,3,1,1
7137,231,337,1,1,115,0,115,115,115,0,0,1,-1,2,-1,1,1,1
7138,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
7139,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
7140,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
7141,80,114,1,0,40,0,39,39,39,2,-3,2,-1,8,-1,1,1,1
7141,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
7142,79,114,0,1,39,0,39,39,39,2,-3,2,-1,8,-1,1,1,1
7142,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
7143,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
7144,43,61,0,1,21,0,21,21,21,0,-1,1,0,2,2,-2,1,1
7144,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
7149,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
7151,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
7161,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
7162,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
7175,30,40,1,0,15,0,14,14,14,0,1,-1,0,2,-2,2,1,1
7196,120,170,0,0,60,1,60,60,60,-1,2,-2,1,6,0,0,1,1
7200,117,165,0,1,58,0,58,58,58,0,1,-2,1,4,-1,1,1,1
7208,195,284,0,1,97,0,97,97,97,0,-1,1,0,2,2,-2,1,1
7210,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
7213,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
7213,108,151,1,0,54,0,53,53,53,-2,3,-3,2,10,2,-2,1,1
7215,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
7217,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
7218,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
7222,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
7224,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
7226,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
7228,51,72,0,1,25,0,25,25,25,-1,1,-1,1,4,2,-2,1,1
7230,181,263,0,1,90,0,90,90,90,0,-1,1,0,2,2,-2,1,1
7233,179,261,1,1,89,0,89,89,89,1,-1,1,-1,4,-2,2,1,1
7234,48,70,0,0,24,1,24,24,24,-1,2,-2,1,6,0,0,1,1
7236,177,258,0,1,88,0,88,88,88,1,-1,0,0,2,-1,1,1,1
7237,32,48,1,0,16,0,15,15,15,-1,0,1,0,2,3,-3,1,1
7240,27,40,0,1,13,0,13,13,13,0,-1,1,0,2,2,-2,1,1
7244,45,66,0,1,22,0,22,22,22,-1,2,-3,2,8,1,-1,1,1
7247,42,63,1,0,21,0,20,20,20,-1,3,-3,1,8,-2,2,1,1
7251,19,30,1,1,9,0,9,9,9,0,1,0,-1,2,-3,3,1,1
7260,27,42,0,1,13,0,13,13,13,-1,1,-1,1,4,2,-2,1,1
7261,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
7269,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
7269,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
7276,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
7289,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
7309,73,101,1,1,36,0,36,36,36,2,-2,1,-1,6,-3,3,1,1
7329,266,393,1,0,133,0,132,132,132,0,-2,2,0,4,4,-4,1,1
7333,48,66,1,0,24,0,23,23,23,1,-1,0,0,2,-1,1,1,1
7334,47,66,0,1,23,0,23,23,23,1,-1,0,0,2,-1,1,1,1
7336,48,66,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
7341,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
7343,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
7345,44,59,1,0,22,0,21,21,21,1,0,-1,0,2,-3,3,1,1
7348,44,59,0,0,22,1,22,22,22,-1,2,-2,1,6,0,0,1,1
7353,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
7354,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
7356,35,46,0,1,17,0,17,17,17,-1,1,-1,1,4,2,-2,1,1
7356,36,47,0,0,18,1,18,18,18,-1,2,-2,1,6,0,0,1,1
7361,32,42,1,0,16,0,15,15,15,-2,2,-1,1,6,3,-3,1,1
7363,32,42,1,0,16,0,15,15,15,-1,2,-1,0,4,-1,1,1,1
7364,60,81,0,0,30,1,30,30,30,0,0,0,0,0,0,0,1,1
7368,32,42,0,0,16,1,16,16,16,0,0,0,0,0,0,0,1,1
7379,49,66,1,1,24,0,24,24,24,0,0,0,0,0,0,0,1,1
7381,48,66,1,0,24,0,23,23,23,0,0,0,0,0,0,0,1,1
7381,51,71,1,1,25,0,25,25,25,0,1,-1,0,2,-2,2,1,1
7384,48,66,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
7390,45,61,0,1,22,0,22,22,22,0,-1,2,-1,4,1,-1,1,1
7392,43,57,0,1,21,0,21,21,21,0,-1,2,-1,4,1,-1,1,1
7392,44,59,0,0,22,1,22,22,22,1,-2,2,-1,6,0,0,1,1
7393,32,42,1,0,16,0,15,15,15,2,-2,1,-1,6,-3,3,1,1
7393,209,305,1,1,104,0,104,104,104,1,0,-1,0,2,-3,3,1,1
7395,32,42,1,0,16,0,15,15,15,1,-2,1,0,4,1,-1,1,1
7398,212,311,0,0,106,1,106,106,106,0,0,0,0,0,0,0,1,1
7400,32,42,0,0,16,1,16,16,16,0,0,0,0,0,0,0,1,1
7402,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
7405,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
7407,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
7408,204,297,0,0,102,1,102,102,102,-1,2,-2,1,6,0,0,1,1
7409,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
7410,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
7414,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
7416,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
7418,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
7429,159,238,1,1,79,0,79,79,79,0,0,1,-1,2,-1,1,1,1
7429,192,284,1,0,96,0,95,95,95,-1,3,-3,1,8,-2,2,1,1
7431,30,40,1,0,15,0,14,14,14,0,1,-1,0,2,-2,2,1,1
7431,158,236,1,0,79,0,78,78,78,0,-1,2,-1,4,1,-1,1,1
7432,192,284,0,0,96,1,96,96,96,-2,4,-4,2,12,0,0,1,1
7433,156,233,1,0,78,0,77,77,77,0,-1,1,0,2,2,-2,1,1
7433,191,282,1,1,95,0,95,95,95,-1,4,-5,2,12,-3,3,1,1
7435,156,233,1,0,78,0,77,77,77,0,-1,2,-1,4,1,-1,1,1
7443,142,214,1,0,71,0,70,70,70,1,-1,1,-1,4,-2,2,1,1
7444,128,192,0,0,64,1,64,64,64,0,0,0,0,0,0,0,1,1
7445,128,192,1,0,64,0,63,63,63,0,0,0,0,0,0,0,1,1
7446,128,192,0,0,64,1,64,64,64,0,0,0,0,0,0,0,1,1
7453,127,190,1,1,63,0,63,63,63,1,-1,1,-1,4,-2,2,1,1
7455,126,188,1,0,63,0,62,62,62,1,-2,2,-1,6,0,0,1,1
7456,108,161,0,0,54,1,54,54,54,1,-2,2,-1,6,0,0,1,1
7457,124,185,1,0,62,0,61,61,61,1,-2,2,-1,6,0,0,1,1
7459,124,185,1,0,62,0,61,61,61,1,-2,2,-1,6,0,0,1,1
7466,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
7469,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
7470,135,204,0,1,67,0,67,67,67,1,-1,0,0,2,-1,1,1,1
7470,136,205,0,0,68,1,68,68,68,1,-1,-1,1,4,0,0,1,1
7471,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
7472,180,267,0,0,90,1,90,90,90,-3,6,-6,3,18,0,0,1,1
7473,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
7474,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
7474,132,199,0,0,66,1,66,66,66,0,0,0,0,0,0,0,1,1
7477,173,260,1,1,86,0,86,86,86,-2,5,-5,2,14,-2,2,1,1
7478,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
7480,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
7482,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
7484,168,252,0,0,84,1,84,84,84,-3,6,-6,3,18,0,0,1,1
7500,76,117,0,0,38,1,38,38,38,0,0,0,0,0,0,0,1,1
7506,16,26,0,0,8,1,8,8,8,0,0,0,0,0,0,0,1,1
7517,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
7520,117,181,0,1,58,0,58,58,58,0,1,-2,1,4,-1,1,1,1
7521,118,182,1,0,59,0,58,58,58,-2,2,-2,2,8,4,-4,1,1
7522,17,28,0,1,8,0,8,8,8,0,-1,1,0,2,2,-2,1,1
7523,118,181,1,0,59,0,58,58,58,-1,2,-2,1,6,0,0,1,1
7524,109,169,0,1,54,0,54,54,54,0,1,-2,1,4,-1,1,1,1
7533,111,170,1,1,55,0,55,55,55,-1,3,-3,1,8,-2,2,1,1
7536,108,165,0,0,54,1,54,54,54,-1,2,-2,1,6,0,0,1,1
7537,111,170,1,1,55,0,55,55,55,-2,4,-3,1,10,-1,1,1,1
7539,104,161,1,0,52,0,51,51,51,-1,2,-2,1,6,0,0,1,1
7540,16,28,0,0,8,1,8,8,8,-1,2,-2,1,6,0,0,1,1
7541,105,163,1,1,52,0,52,52,52,-1,3,-3,1,8,-2,2,1,1
7545,103,159,1,1,51,0,51,51,51,-2,4,-3,1,10,-1,1,1,1
7546,101,156,0,1,50,0,50,50,50,-2,3,-3,2,10,2,-2,1,1
7549,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
7572,52,79,0,0,26,1,26,26,26,0,0,0,0,0,0,0,1,1
7572,128,192,0,0,64,1,64,64,64,-2,4,-4,2,12,0,0,1,1
7573,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
7573,128,192,1,0,64,0,63,63,63,-2,4,-4,2,12,0,0,1,1
7573,132,199,1,0,66,0,65,65,65,-3,5,-4,2,14,1,-1,1,1
7574,128,192,0,0,64,1,64,64,64,-2,4,-4,2,12,0,0,1,1
7575,132,199,1,0,66,0,65,65,65,-2,5,-5,2,14,-2,2,1,1
7577,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
7577,130,196,1,0,65,0,64,64,64,-3,5,-4,2,14,1,-1,1,1
7578,129,194,0,1,64,0,64,64,64,-3,5,-4,2,14,1,-1,1,1
7579,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
7581,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
7586,41,60,0,1,20,0,20,20,20,-1,1,0,0,2,1,-1,1,1
7593,8,11,1,0,4,0,3,3,3,0,1,-1,0,2,-2,2,1,1
7593,14,18,1,0,7,0,6,6,6,-1,0,0,1,2,4,-4,1,1
7600,60,87,0,0,30,1,30,30,30,-1,2,-2,1,6,0,0,1,1
7601,57,83,1,1,28,0,28,28,28,0,1,-1,0,2,-2,2,1,1
7608,71,105,0,1,35,0,35,35,35,-3,5,-5,3,16,2,-2,1,1
7608,75,111,0,1,37,0,37,37,37,-3,5,-4,2,14,1,-1,1,1
7613,114,170,1,0,57,0,56,56,56,-2,4,-4,2,12,0,0,1,1
7614,9,11,0,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
7614,124,185,0,0,62,1,62,62,62,-1,2,-2,1,6,0,0,1,1
7618,48,70,0,0,24,1,24,24,24,-1,2,-2,1,6,0,0,1,1
7621,32,48,1,0,16,0,15,15,15,-1,0,1,0,2,3,-3,1,1
7624,27,40,0,1,13,0,13,13,13,0,-1,1,0,2,2,-2,1,1
7628,45,66,0,1,22,0,22,22,22,-1,2,-3,2,8,1,-1,1,1
7631,42,63,1,0,21,0,20,20,20,-1,3,-3,1,8,-2,2,1,1
7635,19,30,1,1,9,0,9,9,9,0,1,0,-1,2,-3,3,1,1
7644,27,42,0,1,13,0,13,13,13,-1,1,-1,1,4,2,-2,1,1
7645,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
7652,96,146,0,0,48,1,48,48,48,0,0,0,0,0,0,0,1,1
7653,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
7653,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
7658,173,255,0,1,86,0,86,86,86,-1,1,-1,1,4,2,-2,1,1
7660,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
7666,48,70,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
7673,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
7725,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
7727,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
7737,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
7738,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
7768,55,87,0,1,27,0,27,27,27,0,-1,1,0,2,2,-2,1,1
7804,21,35,0,1,10,0,10,10,10,-1,1,-1,1,4,2,-2,1,1
7829,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
7833,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
7835,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
7837,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
7845,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
7845,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
7845,112,162,1,0,56,0,55,55,55,2,-3,2,-1,8,-1,1,1,1
7846,111,162,0,1,55,0,55,55,55,2,-3,2,-1,8,-1,1,1,1
7852,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
7860,100,145,0,0,50,1,50,50,50,1,-2,2,-1,6,0,0,1,1
7865,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
7868,108,155,0,0,54,1,54,54,54,1,-2,2,-1,6,0,0,1,1
7885,89,127,1,1,44,0,44,44,44,2,-2,1,-1,6,-3,3,1,1
7906,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
7907,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
7908,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
7909,80,114,1,0,40,0,39,39,39,2,-3,2,-1,8,-1,1,1,1
7909,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
7910,79,114,0,1,39,0,39,39,39,2,-3,2,-1,8,-1,1,1,1
7910,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
7911,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
7912,43,61,0,1,21,0,21,21,21,0,-1,1,0,2,2,-2,1,1
7912,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
7917,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
7919,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
7929,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
7930,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
7943,30,40,1,0,15,0,14,14,14,0,1,-1,0,2,-2,2,1,1
7978,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
7981,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
7983,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
7985,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
7986,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
7990,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
7992,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
7994,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
7996,51,72,0,1,25,0,25,25,25,-1,1,-1,1,4,2,-2,1,1
8002,48,70,0,0,24,1,24,24,24,-1,2,-2,1,6,0,0,1,1
8005,32,48,1,0,16,0,15,15,15,-1,0,1,0,2,3,-3,1,1
8008,27,40,0,1,13,0,13,13,13,0,-1,1,0,2,2,-2,1,1
8012,45,66,0,1,22,0,22,22,22,-1,2,-3,2,8,1,-1,1,1
8015,42,63,1,0,21,0,20,20,20,-1,3,-3,1,8,-2,2,1,1
8019,19,30,1,1,9,0,9,9,9,0,1,0,-1,2,-3,3,1,1
8028,27,42,0,1,13,0,13,13,13,-1,1,-1,1,4,2,-2,1,1
8029,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
8037,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
8037,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
8044,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
8057,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
8109,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
8111,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
